Profit
-90
174
294
294
-105
-96
174
-105
-90
129
-105
-90
-90
174
-96
-96
-90
-90
294
129
294
-105
-96
343
174
343
343
-105
343
-120
-105
-112
-105
-112
129
-105
-105
343
343
392
392
232
-120
-120
-120
-120
-120
-120
-120
392
-120
172
-120
392
-120
-120
232
392
-120
232
-120
392
-135
-135
-120
-120
-120
-120
-120
-120
-120
-128
392
392
-120
-120
-120
-120
-120
-128
-120
-120
203
392
172
-128
-120
-120
172
232
-120
232
392
-135
-120
-120
-120
232
-120
-120
-120
-120
-120
-120
-120
-120
-120
392
-120
-112
392
203
172
232
392
172
441
-135
-135
-135
-128
441
-135
-135
232
441
-135
172
441
-150
490
-150
-150
490
-150
-144
-150
-150
-150
-135
-144
-135
-144
-120
-135
-135
-135
-135
-128
-135
-120
-120
-120
-120
-128
-120
-112
203
232
392
-120
-120
-128
-120
-128
232
392
172
172
-128
232
441
232
-135
-135
-135
-135
-128
-120
-135
172
-135
